time_s,cart_x_m,cart_v_ms,pole_rad,pole_deg,pole_omega_rads,force_N,pid_up,pid_ui,pid_ud
31.783333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.791667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.800000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.808333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.816667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.825000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.833333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.841667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.850000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.858333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.866667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.875000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.883333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.891667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.900000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.908333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.916667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.925000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.933333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.941667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.950000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.958333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.966667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.975000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.983333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
31.991667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.000000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.008333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.016667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.025000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.033333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.041667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.050000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.058333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.066667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.075000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.083333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.091667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.100000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.108333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.116667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.125000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.133333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.141667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.150000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.158333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.166667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.175000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.183333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.191667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.200000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.208333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.216667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.225000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.233333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.241667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.250000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.258333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.266667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.275000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.283333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.291667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.300000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.308333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.316667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.325000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.333333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.341667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.350000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.358333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.366667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.375000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.383333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.391667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.400000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.408333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.416667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.425000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.433333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.441667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.450000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.458333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.466667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.475000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.483333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.491667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.500000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.508333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.516667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.525000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.533333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.541667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.550000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.558333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.566667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.575000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.583333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.591667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.600000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.608333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.616667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.625000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.633333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.641667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.650000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.658333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.666667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.675000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.683333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.691667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.700000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.708333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.716667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.725000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.733333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.741667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.750000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.758333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.766667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.775000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.783333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.791667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.800000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.808333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.816667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.825000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.833333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.841667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.850000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.858333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.866667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.875000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.883333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.891667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.900000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.908333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.916667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.925000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.933333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.941667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.950000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.958333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.966667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.975000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.983333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
32.991667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.000000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.008333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.016667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.025000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.033333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.041667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.050000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.058333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.066667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.075000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.083333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.091667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.100000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.108333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.116667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.125000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.133333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.141667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.150000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.158333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.166667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.175000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.183333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.191667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.200000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.208333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.216667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.225000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.233333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.241667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.250000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.258333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.266667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.275000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.283333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.291667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.300000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.308333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.316667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.325000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.333333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.341667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.350000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.358333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.366667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.375000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.383333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.391667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.400000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.408333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.416667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.425000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.433333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.441667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.450000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.458333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.466667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.475000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.483333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.491667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.500000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.508333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.516667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.525000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.533333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.541667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.550000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.558333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.566667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.575000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.583333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.591667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.600000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.608333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.616667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.625000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.633333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.641667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.650000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.658333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.666667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.675000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.683333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.691667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.700000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.708333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.716667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.725000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.733333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.741667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.750000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.758333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.766667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.775000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.783333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.791667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.800000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.808333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.816667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.825000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.833333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.841667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.850000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.858333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.866667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.875000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.883333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.891667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.900000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.908333,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.916667,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
33.925000,-0.000042,-0.000000,0.000000,0.0000,-0.000000,0.0000,0.0000,0.0013,-0.0000
