time_s,cart_x_m,cart_v_ms,pole_rad,pole_deg,pole_omega_rads,force_N,pid_up,pid_ui,pid_ud
0.000000,0.000000,0.000000,0.087266,5.0000,0.000000,43.4292,43.4255,0.0036,0.0000
0.008333,0.001468,0.352378,0.085117,4.8768,-0.515988,-10.4769,42.3558,0.0072,-72.9401
0.016667,0.004048,0.266755,0.081393,4.6635,-0.377812,2.4148,40.5027,0.0106,-53.4076
0.025000,0.006351,0.285908,0.078166,4.4786,-0.396676,-0.6914,38.8971,0.0138,-56.0742
0.033333,0.008708,0.279838,0.074938,4.2936,-0.378221,0.0430,37.2905,0.0170,-53.4654
0.041667,0.011040,0.279755,0.071824,4.1152,-0.369107,-0.1460,35.7411,0.0199,-52.1770
0.050000,0.013364,0.278153,0.068794,3.9416,-0.358097,-0.1120,34.2335,0.0228,-50.6206
0.058333,0.015677,0.276845,0.065853,3.7731,-0.347890,-0.1315,32.7698,0.0256,-49.1778
0.066667,0.017978,0.275395,0.062996,3.6094,-0.337826,-0.1376,31.3482,0.0282,-47.7551
0.075000,0.020266,0.273911,0.060222,3.4505,-0.328056,-0.1466,29.9676,0.0307,-46.3741
0.083333,0.022543,0.272371,0.057528,3.2961,-0.318535,-0.1545,28.6271,0.0331,-45.0281
0.091667,0.024806,0.270782,0.054912,3.1463,-0.309266,-0.1623,27.3255,0.0354,-43.7178
0.100000,0.027055,0.269144,0.052373,3.0008,-0.300239,-0.1698,26.0619,0.0376,-42.4417
0.108333,0.029291,0.267460,0.049908,2.8595,-0.291449,-0.1770,24.8352,0.0396,-41.1992
0.116667,0.031513,0.265732,0.047515,2.7224,-0.282890,-0.1839,23.6444,0.0416,-39.9893
0.125000,0.033720,0.263962,0.045193,2.5893,-0.274555,-0.1906,22.4887,0.0435,-38.8111
0.133333,0.035912,0.262151,0.042939,2.4602,-0.266440,-0.1970,21.3671,0.0453,-37.6639
0.141667,0.038089,0.260300,0.040751,2.3349,-0.258538,-0.2031,20.2787,0.0470,-36.5469
0.150000,0.040250,0.258413,0.038629,2.2133,-0.250844,-0.2090,19.2227,0.0486,-35.4593
0.158333,0.042396,0.256490,0.036570,2.0953,-0.243352,-0.2147,18.1981,0.0501,-34.4003
0.166667,0.044525,0.254533,0.034573,1.9809,-0.236058,-0.2201,17.2042,0.0516,-33.3692
0.175000,0.046638,0.252543,0.032635,1.8699,-0.228956,-0.2253,16.2401,0.0529,-32.3652
0.183333,0.048734,0.250523,0.030757,1.7622,-0.222041,-0.2303,15.3051,0.0542,-31.3878
0.191667,0.050813,0.248473,0.028934,1.6578,-0.215309,-0.2351,14.3983,0.0554,-30.4361
0.200000,0.052875,0.246395,0.027168,1.5566,-0.208754,-0.2396,13.5191,0.0565,-29.5095
0.208333,0.054919,0.244290,0.025455,1.4584,-0.202373,-0.2439,12.6668,0.0576,-28.6074
0.216667,0.056946,0.242160,0.023794,1.3633,-0.196160,-0.2481,11.8405,0.0586,-27.7292
0.225000,0.058955,0.240006,0.022185,1.2711,-0.190111,-0.2520,11.0397,0.0595,-26.8742
0.233333,0.060946,0.237829,0.020625,1.1818,-0.184223,-0.2558,10.2636,0.0604,-26.0418
0.241667,0.062919,0.235631,0.019114,1.0952,-0.178491,-0.2594,9.5116,0.0612,-25.2314
0.250000,0.064873,0.233413,0.017650,1.0113,-0.172910,-0.2628,8.7831,0.0619,-24.4426
0.258333,0.066809,0.231175,0.016232,0.9300,-0.167478,-0.2660,8.0774,0.0626,-23.6747
0.266667,0.068726,0.228920,0.014859,0.8513,-0.162190,-0.2690,7.3939,0.0632,-22.9271
0.275000,0.070624,0.226648,0.013529,0.7751,-0.157042,-0.2719,6.7321,0.0638,-22.1995
0.283333,0.072504,0.224360,0.012241,0.7014,-0.152031,-0.2746,6.0913,0.0643,-21.4911
0.291667,0.074364,0.222058,0.010994,0.6299,-0.147154,-0.2772,5.4710,0.0647,-20.8017
0.300000,0.076204,0.219742,0.009788,0.5608,-0.142407,-0.2796,4.8707,0.0651,-20.1306
0.308333,0.078026,0.217414,0.008621,0.4939,-0.137786,-0.2819,4.2898,0.0655,-19.4774
0.316667,0.079828,0.215074,0.007491,0.4292,-0.133289,-0.2840,3.7278,0.0658,-18.8417
0.325000,0.081610,0.212723,0.006399,0.3666,-0.128911,-0.2860,3.1842,0.0661,-18.2229
0.333333,0.083373,0.210363,0.005342,0.3061,-0.124651,-0.2879,2.6585,0.0663,-17.6207
0.341667,0.085116,0.207993,0.004321,0.2476,-0.120505,-0.2896,2.1502,0.0665,-17.0346
0.350000,0.086840,0.205616,0.003334,0.1910,-0.116470,-0.2912,1.6589,0.0666,-16.4642
0.358333,0.088543,0.203232,0.002380,0.1363,-0.112544,-0.2927,1.1841,0.0667,-15.9092
0.366667,0.090227,0.200841,0.001458,0.0835,-0.108723,-0.2940,0.7254,0.0668,-15.3690
0.375000,0.091891,0.198445,0.000567,0.0325,-0.105004,-0.2952,0.2823,0.0668,-14.8434
0.383333,0.093534,0.196044,-0.000293,-0.0168,-0.101386,-0.2963,-0.1456,0.0668,-14.3320
0.391667,0.095158,0.193639,-0.001123,-0.0643,-0.097866,-0.2974,-0.5587,0.0667,-13.8343
0.400000,0.096762,0.191230,-0.001924,-0.1102,-0.094440,-0.2983,-0.9574,0.0667,-13.3501
0.408333,0.098345,0.188819,-0.002697,-0.1545,-0.091107,-0.2990,-1.3421,0.0666,-12.8789
0.416667,0.099909,0.186406,-0.003443,-0.1972,-0.087865,-0.2997,-1.7131,0.0664,-12.4205
0.425000,0.101452,0.183992,-0.004162,-0.2384,-0.084710,-0.3003,-2.0709,0.0662,-11.9746
0.433333,0.102975,0.181577,-0.004855,-0.2782,-0.081641,-0.3008,-2.4158,0.0660,-11.5407
0.441667,0.104478,0.179162,-0.005522,-0.3164,-0.078655,-0.3012,-2.7481,0.0658,-11.1187
0.450000,0.105961,0.176748,-0.006166,-0.3533,-0.075751,-0.3016,-3.0682,0.0655,-10.7081
0.458333,0.107424,0.174335,-0.006785,-0.3888,-0.072926,-0.3018,-3.3765,0.0653,-10.3088
0.466667,0.108867,0.171924,-0.007381,-0.4229,-0.070178,-0.3019,-3.6731,0.0650,-9.9203
0.475000,0.110289,0.169515,-0.007955,-0.4558,-0.067505,-0.3020,-3.9586,0.0646,-9.5425
0.483333,0.111692,0.167109,-0.008507,-0.4874,-0.064905,-0.3020,-4.2331,0.0643,-9.1750
0.491667,0.113075,0.164706,-0.009037,-0.5178,-0.062377,-0.3019,-4.4970,0.0639,-8.8176
0.500000,0.114437,0.162307,-0.009547,-0.5470,-0.059919,-0.3017,-4.7505,0.0635,-8.4701
0.508333,0.115780,0.159913,-0.010036,-0.5750,-0.057528,-0.3015,-4.9940,0.0631,-8.1321
0.516667,0.117102,0.157523,-0.010506,-0.6019,-0.055203,-0.3012,-5.2278,0.0626,-7.8035
0.525000,0.118405,0.155138,-0.010956,-0.6277,-0.052942,-0.3008,-5.4520,0.0622,-7.4839
0.533333,0.119688,0.152760,-0.011388,-0.6525,-0.050744,-0.3004,-5.6669,0.0617,-7.1732
0.541667,0.120951,0.150387,-0.011802,-0.6762,-0.048608,-0.2999,-5.8729,0.0612,-6.8712
0.550000,0.122194,0.148021,-0.012198,-0.6989,-0.046530,-0.2993,-6.0702,0.0607,-6.5775
0.558333,0.123418,0.145661,-0.012578,-0.7206,-0.044511,-0.2987,-6.2589,0.0602,-6.2920
0.566667,0.124622,0.143309,-0.012940,-0.7414,-0.042548,-0.2980,-6.4394,0.0596,-6.0145
0.575000,0.125807,0.140965,-0.013287,-0.7613,-0.040640,-0.2973,-6.6119,0.0591,-5.7448
0.583333,0.126972,0.138629,-0.013618,-0.7802,-0.038785,-0.2965,-6.7765,0.0585,-5.4827
0.591667,0.128117,0.136301,-0.013934,-0.7983,-0.036983,-0.2956,-6.9336,0.0579,-5.2279
0.600000,0.129243,0.133981,-0.014234,-0.8156,-0.035232,-0.2947,-7.0833,0.0574,-4.9803
0.608333,0.130350,0.131671,-0.014521,-0.8320,-0.033530,-0.2938,-7.2259,0.0567,-4.7397
0.616667,0.131438,0.129370,-0.014793,-0.8476,-0.031876,-0.2928,-7.3615,0.0561,-4.5060
0.625000,0.132506,0.127079,-0.015052,-0.8624,-0.030269,-0.2918,-7.4903,0.0555,-4.2789
0.633333,0.133556,0.124797,-0.015298,-0.8765,-0.028709,-0.2907,-7.6126,0.0549,-4.0582
0.641667,0.134586,0.122526,-0.015531,-0.8899,-0.027192,-0.2896,-7.7285,0.0542,-3.8439
0.650000,0.135598,0.120265,-0.015751,-0.9025,-0.025720,-0.2884,-7.8382,0.0536,-3.6357
0.658333,0.136591,0.118015,-0.015960,-0.9144,-0.024289,-0.2872,-7.9419,0.0529,-3.4335
0.666667,0.137565,0.115776,-0.016156,-0.9257,-0.022900,-0.2860,-8.0397,0.0522,-3.2371
0.675000,0.138521,0.113548,-0.016342,-0.9363,-0.021551,-0.2847,-8.1319,0.0515,-3.0465
0.683333,0.139458,0.111332,-0.016516,-0.9463,-0.020241,-0.2834,-8.2185,0.0509,-2.8613
0.691667,0.140376,0.109127,-0.016679,-0.9556,-0.018970,-0.2821,-8.2998,0.0502,-2.6815
0.700000,0.141276,0.106934,-0.016832,-0.9644,-0.017735,-0.2807,-8.3759,0.0495,-2.5070
0.708333,0.142158,0.104753,-0.016975,-0.9726,-0.016537,-0.2793,-8.4470,0.0488,-2.3376
0.716667,0.143022,0.102584,-0.017108,-0.9802,-0.015374,-0.2779,-8.5131,0.0480,-2.1732
0.725000,0.143868,0.100427,-0.017231,-0.9873,-0.014245,-0.2764,-8.5745,0.0473,-2.0136
0.733333,0.144696,0.098283,-0.017345,-0.9938,-0.013150,-0.2749,-8.6313,0.0466,-1.8588
0.741667,0.145506,0.096152,-0.017450,-0.9998,-0.012087,-0.2734,-8.6836,0.0459,-1.7086
0.750000,0.146299,0.094034,-0.017547,-1.0054,-0.011056,-0.2719,-8.7316,0.0451,-1.5629
0.758333,0.147074,0.091929,-0.017635,-1.0104,-0.010056,-0.2703,-8.7754,0.0444,-1.4215
0.766667,0.147831,0.089837,-0.017714,-1.0150,-0.009086,-0.2687,-8.8151,0.0437,-1.2844
0.775000,0.148571,0.087759,-0.017786,-1.0191,-0.008145,-0.2671,-8.8508,0.0429,-1.1514
0.783333,0.149294,0.085694,-0.017850,-1.0227,-0.007233,-0.2655,-8.8827,0.0422,-1.0225
0.791667,0.149999,0.083643,-0.017907,-1.0260,-0.006349,-0.2638,-8.9108,0.0414,-0.8975
0.800000,0.150688,0.081605,-0.017956,-1.0288,-0.005492,-0.2621,-8.9354,0.0407,-0.7764
0.808333,0.151359,0.079581,-0.017999,-1.0312,-0.004661,-0.2605,-8.9564,0.0399,-0.6589
0.816667,0.152014,0.077572,-0.018034,-1.0333,-0.003856,-0.2588,-8.9741,0.0392,-0.5451
0.825000,0.152652,0.075576,-0.018063,-1.0349,-0.003076,-0.2570,-8.9885,0.0384,-0.4349
0.833333,0.153274,0.073594,-0.018085,-1.0362,-0.002321,-0.2553,-8.9997,0.0377,-0.3281
0.841667,0.153879,0.071627,-0.018102,-1.0372,-0.001589,-0.2535,-9.0078,0.0369,-0.2247
0.850000,0.154468,0.069674,-0.018112,-1.0377,-0.000881,-0.2518,-9.0129,0.0362,-0.1245
0.858333,0.155040,0.067736,-0.018116,-1.0380,-0.000195,-0.2500,-9.0151,0.0354,-0.0275
0.866667,0.155597,0.065812,-0.018115,-1.0379,0.000470,-0.2482,-9.0145,0.0347,0.0664
0.875000,0.156137,0.063902,-0.018109,-1.0376,0.001112,-0.2464,-9.0113,0.0339,0.1572
0.883333,0.156662,0.062008,-0.018097,-1.0369,0.001734,-0.2446,-9.0054,0.0332,0.2451
0.891667,0.157171,0.060127,-0.018080,-1.0359,0.002336,-0.2427,-8.9969,0.0324,0.3302
0.900000,0.157664,0.058262,-0.018058,-1.0346,0.002918,-0.2409,-8.9860,0.0316,0.4125
0.908333,0.158142,0.056412,-0.018031,-1.0331,0.003480,-0.2390,-8.9728,0.0309,0.4920
0.916667,0.158604,0.054576,-0.018000,-1.0313,0.004024,-0.2372,-8.9572,0.0301,0.5689
0.925000,0.159051,0.052755,-0.017964,-1.0293,0.004550,-0.2353,-8.9394,0.0294,0.6432
0.933333,0.159484,0.050949,-0.017924,-1.0270,0.005058,-0.2335,-8.9195,0.0287,0.7150
0.941667,0.159901,0.049158,-0.017880,-1.0245,0.005549,-0.2316,-8.8975,0.0279,0.7844
0.950000,0.160303,0.047383,-0.017832,-1.0217,0.006023,-0.2297,-8.8735,0.0272,0.8514
0.958333,0.160690,0.045622,-0.017780,-1.0187,0.006480,-0.2278,-8.8476,0.0264,0.9160
0.966667,0.161063,0.043876,-0.017724,-1.0155,0.006922,-0.2259,-8.8198,0.0257,0.9784
0.975000,0.161422,0.042145,-0.017665,-1.0121,0.007348,-0.2240,-8.7902,0.0249,1.0386
0.983333,0.161766,0.040430,-0.017602,-1.0085,0.007758,-0.2221,-8.7589,0.0242,1.0967
0.991667,0.162096,0.038729,-0.017535,-1.0047,0.008155,-0.2202,-8.7259,0.0235,1.1527
1.000000,0.162411,0.037044,-0.017466,-1.0007,0.008536,-0.2183,-8.6913,0.0228,1.2067
1.008333,0.162713,0.035373,-0.017393,-0.9966,0.008904,-0.2164,-8.6552,0.0220,1.2587
1.016667,0.163001,0.033718,-0.017317,-0.9922,0.009258,-0.2144,-8.6175,0.0213,1.3088
1.025000,0.163275,0.032078,-0.017239,-0.9877,0.009599,-0.2125,-8.5784,0.0206,1.3570
1.033333,0.163536,0.030453,-0.017158,-0.9831,0.009928,-0.2106,-8.5379,0.0199,1.4034
1.041667,0.163783,0.028844,-0.017073,-0.9782,0.010243,-0.2087,-8.4961,0.0192,1.4480
1.050000,0.164016,0.027249,-0.016987,-0.9733,0.010547,-0.2068,-8.4530,0.0185,1.4909
1.058333,0.164237,0.025669,-0.016898,-0.9682,0.010838,-0.2048,-8.4087,0.0178,1.5321
1.066667,0.164444,0.024105,-0.016806,-0.9629,0.011118,-0.2029,-8.3632,0.0171,1.5717
1.075000,0.164639,0.022555,-0.016713,-0.9576,0.011387,-0.2010,-8.3165,0.0164,1.6096
1.083333,0.164820,0.021021,-0.016617,-0.9521,0.011645,-0.1991,-8.2687,0.0157,1.6461
1.091667,0.164989,0.019502,-0.016519,-0.9464,0.011892,-0.1971,-8.2200,0.0150,1.6810
1.100000,0.165145,0.017997,-0.016418,-0.9407,0.012129,-0.1952,-8.1702,0.0143,1.7145
1.108333,0.165289,0.016508,-0.016316,-0.9349,0.012355,-0.1933,-8.1194,0.0136,1.7465
1.116667,0.165421,0.015034,-0.016213,-0.9289,0.012572,-0.1914,-8.0677,0.0129,1.7772
1.125000,0.165540,0.013574,-0.016107,-0.9229,0.012780,-0.1895,-8.0152,0.0123,1.8065
1.133333,0.165647,0.012130,-0.016000,-0.9167,0.012978,-0.1876,-7.9618,0.0116,1.8345
1.141667,0.165742,0.010700,-0.015891,-0.9105,0.013167,-0.1857,-7.9075,0.0109,1.8612
1.150000,0.165825,0.009285,-0.015780,-0.9041,0.013347,-0.1838,-7.8526,0.0103,1.8867
1.158333,0.165897,0.007885,-0.015668,-0.8977,0.013518,-0.1819,-7.7969,0.0096,1.9110
1.166667,0.165957,0.006500,-0.015555,-0.8912,0.013682,-0.1800,-7.7405,0.0090,1.9341
1.175000,0.166005,0.005129,-0.015440,-0.8847,0.013837,-0.1781,-7.6834,0.0083,1.9560
1.183333,0.166042,0.003774,-0.015324,-0.8780,0.013984,-0.1762,-7.6258,0.0077,1.9768
1.191667,0.166068,0.002432,-0.015207,-0.8713,0.014124,-0.1743,-7.5675,0.0071,1.9966
1.200000,0.166083,0.001106,-0.015089,-0.8645,0.014256,-0.1725,-7.5086,0.0064,2.0153
1.208333,0.166087,-0.000207,-0.014970,-0.8577,0.014382,-0.1706,-7.4493,0.0058,2.0330
1.216667,0.166080,-0.001504,-0.014849,-0.8508,0.014500,-0.1687,-7.3894,0.0052,2.0497
1.225000,0.166062,-0.002787,-0.014728,-0.8439,0.014611,-0.1669,-7.3290,0.0046,2.0654
1.233333,0.166033,-0.004056,-0.014606,-0.8369,0.014715,-0.1650,-7.2682,0.0040,2.0801
1.241667,0.165994,-0.005311,-0.014483,-0.8298,0.014813,-0.1632,-7.2070,0.0034,2.0940
1.250000,0.165945,-0.006551,-0.014359,-0.8227,0.014905,-0.1613,-7.1454,0.0028,2.1070
1.258333,0.165885,-0.007777,-0.014235,-0.8156,0.014991,-0.1595,-7.0834,0.0022,2.1191
1.266667,0.165815,-0.008989,-0.014109,-0.8084,0.015070,-0.1576,-7.0211,0.0016,2.1303
1.275000,0.165735,-0.010186,-0.013983,-0.8012,0.015144,-0.1558,-6.9585,0.0010,2.1408
1.283333,0.165645,-0.011370,-0.013857,-0.7939,0.015212,-0.1540,-6.8955,0.0004,2.1504
1.291667,0.165546,-0.012539,-0.013730,-0.7867,0.015275,-0.1522,-6.8323,-0.0001,2.1593
1.300000,0.165437,-0.013695,-0.013602,-0.7794,0.015333,-0.1504,-6.7689,-0.0007,2.1675
1.308333,0.165318,-0.014837,-0.013474,-0.7720,0.015385,-0.1486,-6.7052,-0.0013,2.1749
1.316667,0.165189,-0.015965,-0.013346,-0.7647,0.015433,-0.1468,-6.6413,-0.0018,2.1816
1.325000,0.165052,-0.017079,-0.013217,-0.7573,0.015475,-0.1450,-6.5772,-0.0024,2.1876
1.333333,0.164905,-0.018180,-0.013088,-0.7499,0.015513,-0.1433,-6.5130,-0.0029,2.1929
1.341667,0.164749,-0.019266,-0.012959,-0.7425,0.015546,-0.1415,-6.4486,-0.0035,2.1976
1.350000,0.164584,-0.020340,-0.012829,-0.7351,0.015575,-0.1398,-6.3840,-0.0040,2.2017
1.358333,0.164410,-0.021400,-0.012699,-0.7276,0.015600,-0.1380,-6.3194,-0.0045,2.2051
1.366667,0.164227,-0.022446,-0.012569,-0.7202,0.015620,-0.1363,-6.2547,-0.0051,2.2080
1.375000,0.164036,-0.023479,-0.012439,-0.7127,0.015636,-0.1345,-6.1899,-0.0056,2.2103
1.383333,0.163836,-0.024499,-0.012309,-0.7052,0.015648,-0.1328,-6.1250,-0.0061,2.2120
1.391667,0.163627,-0.025505,-0.012178,-0.6978,0.015657,-0.1311,-6.0601,-0.0066,2.2132
1.400000,0.163411,-0.026499,-0.012048,-0.6903,0.015661,-0.1294,-5.9952,-0.0071,2.2139
1.408333,0.163186,-0.027479,-0.011917,-0.6828,0.015662,-0.1277,-5.9303,-0.0076,2.2140
1.416667,0.162953,-0.028447,-0.011787,-0.6753,0.015660,-0.1260,-5.8653,-0.0081,2.2137
1.425000,0.162712,-0.029401,-0.011656,-0.6679,0.015654,-0.1243,-5.8004,-0.0086,2.2129
1.433333,0.162463,-0.030342,-0.011526,-0.6604,0.015645,-0.1227,-5.7355,-0.0090,2.2116
1.441667,0.162206,-0.031271,-0.011396,-0.6529,0.015633,-0.1210,-5.6707,-0.0095,2.2099
1.450000,0.161942,-0.032187,-0.011265,-0.6455,0.015617,-0.1194,-5.6059,-0.0100,2.2077
1.458333,0.161670,-0.033091,-0.011135,-0.6380,0.015599,-0.1177,-5.5412,-0.0105,2.2051
1.466667,0.161390,-0.033981,-0.011005,-0.6306,0.015578,-0.1161,-5.4765,-0.0109,2.2021
1.475000,0.161103,-0.034860,-0.010876,-0.6231,0.015554,-0.1145,-5.4120,-0.0114,2.1987
1.483333,0.160809,-0.035726,-0.010746,-0.6157,0.015527,-0.1128,-5.3475,-0.0118,2.1949
1.491667,0.160508,-0.036579,-0.010617,-0.6083,0.015497,-0.1112,-5.2832,-0.0123,2.1907
1.500000,0.160200,-0.037421,-0.010488,-0.6009,0.015465,-0.1097,-5.2190,-0.0127,2.1862
1.508333,0.159884,-0.038250,-0.010359,-0.5935,0.015431,-0.1081,-5.1550,-0.0131,2.1813
1.516667,0.159562,-0.039067,-0.010231,-0.5862,0.015394,-0.1065,-5.0911,-0.0136,2.1761
1.525000,0.159233,-0.039872,-0.010103,-0.5788,0.015354,-0.1049,-5.0273,-0.0140,2.1705
1.533333,0.158898,-0.040665,-0.009975,-0.5715,0.015313,-0.1034,-4.9637,-0.0144,2.1646
1.541667,0.158556,-0.041446,-0.009848,-0.5642,0.015269,-0.1018,-4.9003,-0.0148,2.1585
1.550000,0.158207,-0.042215,-0.009720,-0.5569,0.015223,-0.1003,-4.8371,-0.0152,2.1520
1.558333,0.157852,-0.042973,-0.009594,-0.5497,0.015176,-0.0988,-4.7741,-0.0156,2.1452
1.566667,0.157491,-0.043719,-0.009468,-0.5425,0.015126,-0.0973,-4.7113,-0.0160,2.1382
1.575000,0.157124,-0.044453,-0.009342,-0.5352,0.015074,-0.0957,-4.6487,-0.0164,2.1309
1.583333,0.156750,-0.045176,-0.009216,-0.5281,0.015021,-0.0942,-4.5863,-0.0168,2.1233
1.591667,0.156371,-0.045888,-0.009091,-0.5209,0.014965,-0.0928,-4.5241,-0.0172,2.1155
1.600000,0.155985,-0.046588,-0.008967,-0.5138,0.014908,-0.0913,-4.4622,-0.0175,2.1075
1.608333,0.155594,-0.047277,-0.008843,-0.5067,0.014850,-0.0898,-4.4005,-0.0179,2.0992
1.616667,0.155197,-0.047954,-0.008720,-0.4996,0.014790,-0.0884,-4.3390,-0.0183,2.0906
1.625000,0.154795,-0.048621,-0.008597,-0.4925,0.014728,-0.0869,-4.2778,-0.0186,2.0819
1.633333,0.154387,-0.049277,-0.008474,-0.4855,0.014665,-0.0855,-4.2169,-0.0190,2.0730
1.641667,0.153974,-0.049921,-0.008352,-0.4785,0.014600,-0.0841,-4.1562,-0.0193,2.0638
1.650000,0.153555,-0.050555,-0.008231,-0.4716,0.014534,-0.0826,-4.0958,-0.0197,2.0545
1.658333,0.153131,-0.051178,-0.008110,-0.4647,0.014466,-0.0812,-4.0357,-0.0200,2.0450
1.666667,0.152702,-0.051791,-0.007990,-0.4578,0.014398,-0.0798,-3.9758,-0.0203,2.0353
1.675000,0.152268,-0.052392,-0.007870,-0.4509,0.014328,-0.0785,-3.9163,-0.0207,2.0254
1.683333,0.151829,-0.052983,-0.007751,-0.4441,0.014257,-0.0771,-3.8570,-0.0210,2.0154
1.691667,0.151385,-0.053564,-0.007632,-0.4373,0.014185,-0.0757,-3.7981,-0.0213,2.0052
1.700000,0.150936,-0.054135,-0.007515,-0.4306,0.014112,-0.0744,-3.7394,-0.0216,1.9948
1.708333,0.150483,-0.054695,-0.007397,-0.4238,0.014037,-0.0730,-3.6810,-0.0219,1.9843
1.716667,0.150025,-0.055244,-0.007281,-0.4171,0.013962,-0.0717,-3.6230,-0.0222,1.9737
1.725000,0.149562,-0.055784,-0.007165,-0.4105,0.013886,-0.0704,-3.5652,-0.0225,1.9629
1.733333,0.149095,-0.056314,-0.007049,-0.4039,0.013809,-0.0691,-3.5078,-0.0228,1.9520
1.741667,0.148624,-0.056833,-0.006934,-0.3973,0.013731,-0.0677,-3.4507,-0.0231,1.9410
1.750000,0.148148,-0.057343,-0.006820,-0.3908,0.013652,-0.0665,-3.3940,-0.0234,1.9298
1.758333,0.147668,-0.057843,-0.006707,-0.3843,0.013572,-0.0652,-3.3375,-0.0237,1.9186
1.766667,0.147184,-0.058333,-0.006594,-0.3778,0.013492,-0.0639,-3.2814,-0.0239,1.9072
1.775000,0.146696,-0.058813,-0.006482,-0.3714,0.013411,-0.0626,-3.2256,-0.0242,1.8957
1.783333,0.146204,-0.059284,-0.006371,-0.3650,0.013329,-0.0614,-3.1702,-0.0245,1.8842
1.791667,0.145708,-0.059745,-0.006260,-0.3587,0.013246,-0.0601,-3.1151,-0.0247,1.8725
1.800000,0.145208,-0.060197,-0.006150,-0.3524,0.013163,-0.0589,-3.0604,-0.0250,1.8608
1.808333,0.144705,-0.060640,-0.006041,-0.3461,0.013080,-0.0577,-3.0059,-0.0252,1.8489
1.816667,0.144198,-0.061073,-0.005932,-0.3399,0.012995,-0.0565,-2.9519,-0.0255,1.8370
1.825000,0.143687,-0.061497,-0.005824,-0.3337,0.012911,-0.0553,-2.8982,-0.0257,1.8250
1.833333,0.143173,-0.061912,-0.005717,-0.3276,0.012825,-0.0541,-2.8448,-0.0260,1.8130
1.841667,0.142655,-0.062317,-0.005610,-0.3214,0.012740,-0.0529,-2.7918,-0.0262,1.8009
1.850000,0.142134,-0.062714,-0.005505,-0.3154,0.012653,-0.0517,-2.7392,-0.0264,1.7887
1.858333,0.141610,-0.063102,-0.005399,-0.3094,0.012567,-0.0506,-2.6869,-0.0267,1.7764
1.866667,0.141082,-0.063481,-0.005295,-0.3034,0.012480,-0.0494,-2.6350,-0.0269,1.7641
1.875000,0.140552,-0.063852,-0.005191,-0.2975,0.012392,-0.0483,-2.5834,-0.0271,1.7518
1.883333,0.140018,-0.064214,-0.005089,-0.2916,0.012305,-0.0471,-2.5322,-0.0273,1.7394
1.891667,0.139482,-0.064567,-0.004986,-0.2857,0.012217,-0.0460,-2.4814,-0.0275,1.7269
1.900000,0.138942,-0.064911,-0.004885,-0.2799,0.012128,-0.0449,-2.4309,-0.0277,1.7144
1.908333,0.138400,-0.065247,-0.004784,-0.2741,0.012040,-0.0438,-2.3808,-0.0279,1.7019
1.916667,0.137855,-0.065575,-0.004684,-0.2684,0.011951,-0.0427,-2.3310,-0.0281,1.6894
1.925000,0.137307,-0.065895,-0.004585,-0.2627,0.011862,-0.0416,-2.2817,-0.0283,1.6768
1.933333,0.136756,-0.066206,-0.004487,-0.2571,0.011772,-0.0406,-2.2327,-0.0285,1.6642
1.941667,0.136203,-0.066509,-0.004389,-0.2515,0.011683,-0.0395,-2.1840,-0.0287,1.6515
1.950000,0.135648,-0.066804,-0.004292,-0.2459,0.011593,-0.0384,-2.1358,-0.0289,1.6388
1.958333,0.135090,-0.067091,-0.004196,-0.2404,0.011504,-0.0374,-2.0879,-0.0290,1.6262
1.966667,0.134530,-0.067371,-0.004100,-0.2349,0.011414,-0.0364,-2.0404,-0.0292,1.6135
1.975000,0.133967,-0.067642,-0.004006,-0.2295,0.011324,-0.0353,-1.9932,-0.0294,1.6007
1.983333,0.133403,-0.067905,-0.003912,-0.2241,0.011234,-0.0343,-1.9465,-0.0295,1.5880
1.991667,0.132836,-0.068161,-0.003818,-0.2188,0.011144,-0.0333,-1.9001,-0.0297,1.5753
2.000000,0.132267,-0.068410,-0.003726,-0.2135,0.011053,-0.0323,-1.8541,-0.0298,1.5625
2.008333,0.131695,-0.068650,-0.003634,-0.2082,0.010963,-0.0313,-1.8084,-0.0300,1.5498
2.016667,0.131122,-0.068884,-0.003543,-0.2030,0.010873,-0.0303,-1.7631,-0.0301,1.5370
2.025000,0.130547,-0.069109,-0.003453,-0.1978,0.010783,-0.0294,-1.7182,-0.0303,1.5243
2.033333,0.129971,-0.069328,-0.003363,-0.1927,0.010693,-0.0284,-1.6737,-0.0304,1.5115
2.041667,0.129392,-0.069539,-0.003275,-0.1876,0.010602,-0.0275,-1.6296,-0.0306,1.4988
2.050000,0.128812,-0.069743,-0.003187,-0.1826,0.010512,-0.0265,-1.5858,-0.0307,1.4860
2.058333,0.128230,-0.069940,-0.003100,-0.1776,0.010422,-0.0256,-1.5424,-0.0308,1.4733
2.066667,0.127646,-0.070130,-0.003013,-0.1726,0.010332,-0.0247,-1.4994,-0.0310,1.4606
2.075000,0.127061,-0.070313,-0.002927,-0.1677,0.010242,-0.0238,-1.4567,-0.0311,1.4479
2.083333,0.126474,-0.070489,-0.002842,-0.1629,0.010153,-0.0229,-1.4144,-0.0312,1.4352
2.091667,0.125886,-0.070658,-0.002758,-0.1580,0.010063,-0.0220,-1.3725,-0.0313,1.4225
2.100000,0.125297,-0.070820,-0.002675,-0.1532,0.009973,-0.0211,-1.3310,-0.0314,1.4098
